data;precipitacao_total;temperatura_c;umidade_relativa_percent
2022/01/30;6.2;18.8;100
2022/01/30;2.2;19.4;100
2022/01/30;2.8;19.3;100
2022/01/30;2.2;19.0;100
2022/01/30;5.2;19.1;100
2022/01/30;2.0;20.1;100
2022/01/30;1.8;19.6;100
2022/01/30;0.4;19.2;100
2022/01/30;0.6;19.1;100
2022/01/30;4.4;18.9;100
2022/01/30;3.4;18.6;100
2022/01/31;0.4;18.9;100
2022/01/31;0.0;19.1;100
2022/01/31;0.0;19.0;100
2022/01/31;0.2;19.1;100
2022/01/31;0.0;19.3;100
2022/01/31;0.2;19.5;100
2022/01/31;0.6;19.7;100
2022/01/31;0.4;19.8;100
2022/01/31;0.0;20.0;100
2022/01/31;0.8;20.1;100
2022/01/31;0.4;20.3;100
2022/01/31;0.8;20.5;100
2022/01/31;0.0;21.0;100
2022/01/31;0.0;22.6;100
2022/01/31;0.0;23.4;91
2022/01/31;0.0;24.3;82
2022/01/31;0.0;24.9;80
2022/01/31;0.0;25.9;76
2022/01/31;0.0;25.7;75
2022/01/31;0.0;25.1;82
2022/01/31;0.2;24.0;85
2022/01/31;0.0;23.7;88
2022/01/31;0.0;23.1;93
2022/01/31;0.0;22.6;98
2022/02/01;0.0;22.1;99
2022/02/01;0.0;22.0;100
2022/02/01;0.0;21.7;100
2022/02/01;0.0;21.7;100
2022/02/01;0.0;21.4;100
2022/02/01;0.0;20.7;100
2022/02/01;0.0;20.6;100
2022/02/01;0.0;20.7;100
2022/02/01;0.0;20.9;100
2022/02/01;0.0;21.0;100
2022/02/01;0.0;21.4;100
2022/02/01;0.0;22.4;100
2022/02/01;0.0;22.7;98
2022/02/01;0.0;25.5;87
2022/02/01;0.0;26.1;79
2022/02/01;0.0;26.4;76
2022/02/01;0.0;27.4;63
2022/02/01;0.0;29.1;64
2022/02/01;0.0;21.9;100
2022/02/01;0.0;21.1;100
2022/02/01;2.4;21.0;100
2022/02/01;2.4;20.7;100
2022/02/01;1.2;20.6;100
2022/02/01;0.2;20.9;100
2022/02/02;0.0;20.6;100
2022/02/02;0.0;20.7;100
2022/02/02;0.0;20.6;100
2022/02/02;0.0;20.5;100
2022/02/02;0.0;20.5;100
2022/02/02;0.0;20.5;100
2022/02/02;0.0;20.3;100
2022/02/02;0.0;20.3;100
2022/02/02;0.0;20.4;100
2022/02/02;0.0;20.7;100
2022/02/02;0.0;20.9;100
2022/02/02;0.4;21.2;100
2022/02/02;0.0;21.8;100
2022/02/02;0.0;22.3;100
2022/02/02;0.6;22.4;100
2022/02/02;1.6;22.5;100
2022/02/02;20.8;21.7;100
2022/02/02;0.0;22.8;100
2022/02/02;0.6;22.1;100
2022/02/02;1.4;21.8;100
2022/02/02;1.8;21.5;100
2022/02/02;0.8;21.8;100
2022/02/02;0.6;21.1;100
2022/02/02;0.0;20.6;100
2022/02/03;0.0;20.5;100
2022/02/03;0.0;21.0;100
2022/02/03;0.0;21.3;100
2022/02/03;0.0;21.2;100
2022/02/03;0.0;21.3;100
2022/02/03;0.0;21.0;100
2022/02/03;0.0;21.2;100
2022/02/03;0.2;21.2;100
2022/02/03;0.0;21.1;100
2022/02/03;0.0;21.1;100
2022/02/03;0.0;21.2;100
2022/02/03;0.0;22.3;100
2022/02/03;0.0;23.4;91
2022/02/03;0.0;24.8;82
2022/02/03;0.0;25.4;79
2022/02/03;0.0;26.3;78
2022/02/03;1.0;24.5;91
2022/02/03;0.4;24.7;97
2022/02/03;7.0;23.2;100
2022/02/03;0.0;26.1;88
2022/02/03;0.0;27.3;78
2022/02/03;0.0;25.0;92
2022/02/03;5.0;21.7;100
2022/02/03;0.2;21.7;100
2022/02/04;7.2;21.3;100
2022/02/04;15.0;20.9;100
2022/02/04;1.0;20.3;100
2022/02/04;2.0;20.4;100
